Date,BTC-USD,ETC-USD,LTC-USD,XMR-USD,NEO-USD,XRP-USD,ZEC-USD
2019-03-12,3903.75830078125,4.261743068695068,55.41301727294922,50.298160552978516,8.797849655151367,0.31113800406455994,49.94176483154297
2019-03-13,3913.04736328125,4.302334785461426,57.07566452026367,51.48274230957031,8.902743339538574,0.3106110095977783,53.111610412597656
2019-03-14,3905.576904296875,4.270232200622559,55.86001205444336,52.05381393432617,9.015298843383789,0.31387001276016235,51.51184844970703
2019-03-15,3926.663330078125,4.341113090515137,56.5416374206543,52.36195373535156,9.367265701293945,0.312732994556427,52.7408332824707
2019-03-16,3963.900146484375,4.43284797668457,58.99413299560547,53.56135177612305,9.327844619750977,0.31506600975990295,53.65480041503906
2019-03-17,4047.719482421875,4.52324104309082,61.881492614746094,54.70542526245117,9.521832466125488,0.32038700580596924,55.03822326660156
2019-03-18,4029.968505859375,4.46563196182251,61.28428268432617,53.58741760253906,9.301308631896973,0.31771600246429443,54.658084869384766
2019-03-19,4032.69189453125,4.441044807434082,60.22429656982422,53.47269821166992,9.219683647155762,0.316756010055542,54.670921325683594
2019-03-20,4070.7939453125,4.6598029136657715,60.677913665771484,54.9846076965332,9.314309120178223,0.31934601068496704,57.19426345825195
2019-03-21,4083.953857421875,4.688496112823486,60.86749267578125,55.97840881347656,9.400323867797852,0.31995999813079834,59.184661865234375
2019-03-22,4028.5146484375,4.801480770111084,59.3026123046875,53.84712219238281,9.041556358337402,0.3113420009613037,56.288021087646484
2019-03-23,4022.71337890625,4.884500980377197,59.79153060913086,53.9023551940918,9.235323905944824,0.3113430142402649,55.428218841552734
2019-03-24,4035.16357421875,4.891643047332764,61.242916107177734,53.81326675415039,9.414896011352539,0.31239598989486694,57.11936950683594
2019-03-25,4024.11279296875,4.8404059410095215,60.30268096923828,53.79814529418945,9.212857246398926,0.3094460070133209,57.691566467285156
2019-03-26,3969.228759765625,4.728877067565918,59.50830841064453,52.23835754394531,8.989089965820312,0.3038080036640167,55.64358139038086
2019-03-27,3984.244873046875,4.712903022766113,59.40789794921875,52.95750427246094,8.973332405090332,0.30542099475860596,55.21773147583008
2019-03-28,4087.58447265625,4.8556342124938965,62.22245788574219,54.70616912841797,9.401721954345703,0.3123829960823059,57.730594635009766
2019-03-29,4068.2998046875,4.766374111175537,61.16759490966797,53.92197036743164,9.304387092590332,0.3092690110206604,56.94210433959961
2019-03-30,4092.13623046875,4.86168909072876,61.25409698486328,53.46839141845703,9.810938835144043,0.30765500664711,57.04045486450195
2019-03-31,4105.4560546875,4.786159038543701,60.63848114013672,53.455787658691406,9.861454010009766,0.3107300102710724,56.832767486572266
2019-04-01,4105.3623046875,4.823575973510742,60.76983642578125,55.8809928894043,9.974302291870117,0.30919501185417175,58.48184585571289
2019-04-02,4156.91943359375,4.825342178344727,60.70470428466797,59.95918655395508,10.000651359558105,0.3128049969673157,62.499305725097656
